sample_id,dataset,stratum,question_len,difficulty,n_clues,n_cells,acc_low,acc_high,acc_max,rt_low,rt_high,rt_max,cost_low,cost_high,cost_max,latency_low,latency_high,latency_max,best_setting,label
lcb_0230,livecodebench,medium,1873,0.6666666666666666,0,0,1.0,1.0,1.0,2391.2,17243.2,20942.0,0.000857,0.005026,0.006069,24693.4,187133.8,221606.2,low,low
lcb_0232,livecodebench,hard,1164,1.0,0,0,1.0,1.0,1.0,6023.0,42857.8,28126.4,0.00181,0.012138,0.008008,65689.8,464243.6,304621.4,low,low
lcb_0233,livecodebench,easy,697,0.3333333333333333,0,0,1.0,1.0,1.0,620.0,4173.6,1234.0,0.000223,0.001229,0.000405,5908.6,36859.0,11527.6,low,low
lcb_0235,livecodebench,medium,1725,0.6666666666666666,0,0,1.0,1.0,1.0,3043.2,18728.4,11039.0,0.001005,0.005397,0.00324,29606.0,188977.4,113290.4,low,low
lcb_0236,livecodebench,medium,1931,0.6666666666666666,0,0,1.0,1.0,1.0,4539.4,18789.6,14694.2,0.00146,0.005443,0.004301,47618.0,189828.0,152290.4,low,low
lcb_0238,livecodebench,easy,1090,0.3333333333333333,0,0,1.0,1.0,1.0,429.2,188.6,225.6,0.000195,0.000133,0.000147,4190.6,2740.2,3034.4,high,high
lcb_0242,livecodebench,hard,1791,1.0,0,0,1.0,1.0,1.0,4876.0,20823.2,9715.6,0.001509,0.005986,0.002875,46346.2,199709.0,95290.2,low,low
lcb_0249,livecodebench,easy,637,0.3333333333333333,0,0,1.0,1.0,1.0,201.6,534.0,348.0,0.000107,0.00021,0.000159,2268.6,5465.2,3752.4,low,low
lcb_0250,livecodebench,easy,3073,0.3333333333333333,0,0,1.0,1.0,1.0,5372.8,33453.6,17879.2,0.00173,0.009561,0.005201,41159.0,285824.6,156778.0,low,low
lcb_0251,livecodebench,medium,1113,0.6666666666666666,0,0,1.0,1.0,1.0,2064.8,18109.6,13043.0,0.000693,0.005187,0.003769,19212.0,168671.4,127181.0,low,low
lcb_0253,livecodebench,hard,1616,1.0,0,0,1.0,0.4,1.0,15891.0,61025.0,48374.6,0.00473,0.017288,0.013848,169243.8,658402.8,532933.8,low,low
lcb_0256,livecodebench,medium,2209,0.6666666666666666,0,0,1.0,1.0,1.0,3548.0,16704.8,12650.8,0.001144,0.004821,0.003687,32652.6,180461.6,135915.2,low,low
lcb_0257,livecodebench,medium,1171,0.6666666666666666,0,0,1.0,1.0,1.0,5138.6,32123.4,22062.2,0.001539,0.009097,0.006282,44036.8,335767.8,264443.0,low,low
lcb_0259,livecodebench,easy,1954,0.3333333333333333,0,0,1.0,1.0,1.0,1249.8,5485.8,4679.4,0.000519,0.00171,0.001488,11152.8,48499.8,43461.6,low,low
lcb_0260,livecodebench,medium,1842,0.6666666666666666,0,0,1.0,1.0,1.0,2792.4,23404.6,17821.6,0.000934,0.006695,0.005139,25424.6,231830.4,171837.0,low,low
lcb_0261,livecodebench,medium,1916,0.6666666666666666,0,0,1.0,1.0,1.0,7220.6,35011.6,32420.2,0.00221,0.009996,0.009281,65496.6,353743.2,344743.4,low,low
lcb_0265,livecodebench,easy,1241,0.3333333333333333,0,0,1.0,1.0,1.0,367.6,323.2,331.6,0.000209,0.000204,0.00021,4159.0,4015.2,3918.2,high,high
lcb_0269,livecodebench,hard,1661,1.0,0,0,0.0,0.0,0.0,10368.6,60901.0,46287.4,0.003125,0.017264,0.01321,108943.2,670265.6,513996.4,low,low
lcb_0270,livecodebench,easy,851,0.3333333333333333,0,0,1.0,1.0,1.0,480.4,677.0,288.0,0.0002,0.000261,0.000151,4939.4,7490.0,4049.6,max,max
lcb_0272,livecodebench,medium,1598,0.6666666666666666,0,0,1.0,1.0,1.0,1682.2,18350.0,6608.2,0.0006,0.005273,0.001975,16831.2,196864.8,72568.4,low,low
lcb_0275,livecodebench,easy,1124,0.3333333333333333,0,0,1.0,1.0,1.0,1762.8,6378.8,4328.6,0.000582,0.001882,0.001311,14471.6,54924.0,37793.4,low,low
lcb_0278,livecodebench,hard,2479,1.0,0,0,0.0,0.0,0.4,12329.4,65535.8,63514.2,0.003695,0.018479,0.018087,133362.4,714558.6,682583.4,max,max
lcb_0281,livecodebench,medium,2521,0.6666666666666666,0,0,1.0,1.0,1.0,10326.0,37503.4,26217.4,0.003085,0.01068,0.007517,104578.0,419687.4,306630.8,low,low
lcb_0285,livecodebench,easy,2177,0.3333333333333333,0,0,1.0,1.0,1.0,1162.2,5054.8,3489.4,0.000459,0.001557,0.00112,10152.8,48318.6,33845.6,low,low
lcb_0296,livecodebench,medium,2442,0.6666666666666666,0,0,1.0,1.0,1.0,2910.2,18494.6,10132.0,0.001003,0.005366,0.003028,28621.4,196243.2,111646.2,low,low
lcb_0298,livecodebench,hard,1939,1.0,0,0,1.0,0.4,1.0,9661.8,58723.6,35310.8,0.002868,0.016572,0.010066,99762.0,599583.8,375121.6,low,low
lcb_0300,livecodebench,easy,801,0.3333333333333333,0,0,1.0,1.0,1.0,394.6,1208.4,1965.2,0.000173,0.000408,0.000623,4171.8,12242.6,18771.6,low,low
lcb_0306,livecodebench,medium,1512,0.6666666666666666,0,0,1.0,1.0,1.0,5214.0,18014.2,8587.6,0.00157,0.00517,0.002528,53830.6,195855.8,97706.0,low,low
lcb_0308,livecodebench,hard,1754,1.0,0,0,0.8,1.0,1.0,12289.0,45730.0,35595.2,0.00359,0.012953,0.010117,110568.6,478259.0,379086.8,max,max
lcb_0317,livecodebench,easy,637,0.3333333333333333,0,0,1.0,1.0,1.0,1056.2,3541.0,1802.8,0.000352,0.001052,0.000568,9024.6,32240.8,16199.4,low,low
lcb_0319,livecodebench,medium,1451,0.6666666666666666,0,0,1.0,1.0,0.8,847.4,23651.4,12111.6,0.000389,0.006785,0.003558,9474.8,253193.4,127805.6,low,low
lcb_0320,livecodebench,hard,1501,1.0,0,0,0.0,0.0,0.0,10711.6,58717.0,35676.4,0.003147,0.016573,0.010134,98433.4,529521.8,349986.8,low,low
lcb_0322,livecodebench,easy,1144,0.3333333333333333,0,0,1.0,1.0,1.0,3082.6,12556.2,6578.2,0.000972,0.003621,0.001955,24031.0,105890.2,55568.0,low,low
lcb_0323,livecodebench,medium,1924,0.6666666666666666,0,0,1.0,1.0,1.0,2429.2,2493.0,9329.4,0.000835,0.000853,0.002766,19296.6,21468.6,82083.6,low,low
lcb_0325,livecodebench,hard,2048,1.0,0,0,1.0,1.0,1.0,5360.2,38359.6,21976.0,0.001702,0.010984,0.006377,55627.6,340831.0,207821.2,low,low
math500_0000,math500,2,161,0.4,0,0,0.8,0.8,0.2,63.0,78.4,74.0,3.2e-05,4.7e-05,4.8e-05,1286.6,1434.2,1428.0,low,low
math500_0014,math500,1,254,0.2,0,0,0.2,0.8,0.0,328.4,367.4,559.0,0.000114,0.000136,0.000192,4396.8,4893.4,6192.6,high,high
math500_0016,math500,1,36,0.2,0,0,1.0,1.0,1.0,78.6,76.6,78.4,3e-05,4e-05,4.3e-05,1849.2,1518.2,1509.2,high,high
math500_0018,math500,1,347,0.2,0,0,0.8,1.0,1.0,6574.6,7314.0,14592.6,0.001867,0.002085,0.004125,63561.6,68895.8,144978.0,high,high
math500_0019,math500,3,139,0.6,0,0,1.0,1.0,1.0,421.4,687.6,662.4,0.00013,0.000215,0.00021,3993.2,6103.0,6383.6,low,low
math500_0025,math500,5,231,1.0,0,0,0.0,0.2,0.0,1004.6,1324.4,2461.8,0.000298,0.000399,0.000719,8362.2,10777.6,20496.6,high,high
math500_0030,math500,3,69,0.6,0,0,1.0,1.0,1.0,66.4,81.2,87.6,2.8e-05,4.3e-05,4.6e-05,1324.0,1331.0,1431.2,low,low
math500_0039,math500,3,86,0.6,0,0,1.0,1.0,1.0,153.6,114.2,156.2,5.1e-05,5.1e-05,6.5e-05,1843.2,1593.0,1940.4,high,high
math500_0046,math500,2,124,0.4,0,0,1.0,1.0,1.0,500.4,517.0,713.8,0.000151,0.000167,0.000224,4606.2,4877.4,6355.8,low,low
math500_0048,math500,2,72,0.4,0,0,1.0,1.0,1.0,103.8,95.6,110.0,3.7e-05,4.6e-05,5.2e-05,1333.6,1268.4,1456.2,high,high
math500_0051,math500,2,55,0.4,0,0,0.2,0.2,0.4,416.4,533.6,1068.8,0.00013,0.000174,0.000325,3753.0,4568.8,9159.2,max,max
math500_0052,math500,5,47,1.0,0,0,1.0,1.0,1.0,199.4,118.2,134.4,6.5e-05,5.3e-05,5.9e-05,2180.8,1730.8,1833.6,high,high
math500_0062,math500,5,295,1.0,0,0,1.0,1.0,1.0,247.6,298.4,408.4,8.7e-05,0.000112,0.000145,2846.0,3259.2,4259.6,low,low
math500_0065,math500,1,30,0.2,0,0,1.0,1.0,1.0,98.4,54.8,75.2,3.4e-05,3.3e-05,4.1e-05,1596.8,1178.2,1537.0,high,high
math500_0068,math500,4,139,0.8,0,0,1.0,1.0,0.8,473.6,530.8,1415.8,0.000146,0.000173,0.000423,5112.4,5556.0,14371.0,low,low
math500_0072,math500,2,156,0.4,0,0,1.0,1.0,1.0,105.4,90.2,101.0,3.9e-05,4.6e-05,5.1e-05,1471.2,1434.0,1484.0,high,high
math500_0074,math500,2,59,0.4,0,0,0.0,0.4,0.2,148.6,163.6,175.2,5e-05,6.6e-05,7.1e-05,1918.0,2068.0,2371.0,high,high
math500_0077,math500,1,39,0.2,0,0,1.0,1.0,1.0,55.0,59.6,60.8,2.3e-05,3.5e-05,3.7e-05,1071.2,1143.4,1236.8,low,low
math500_0079,math500,1,42,0.2,0,0,1.0,1.0,1.0,60.6,60.6,60.6,2.5e-05,3.6e-05,3.8e-05,1178.0,1246.4,1355.8,low,low
math500_0081,math500,3,187,0.6,0,0,0.8,0.8,1.0,229.4,178.8,252.2,7.6e-05,7.3e-05,9.5e-05,2274.6,1996.4,2431.0,max,max
math500_0085,math500,4,271,0.8,0,0,0.2,0.6,0.4,129.8,115.2,94.2,5e-05,5.7e-05,5.3e-05,2009.2,1506.0,1734.4,high,high
math500_0086,math500,1,136,0.2,0,0,1.0,1.0,1.0,26.2,23.0,25.8,1.8e-05,2.8e-05,3e-05,965.2,874.8,915.4,high,high
math500_0092,math500,4,183,0.8,0,0,1.0,0.8,0.8,326.4,177.0,211.8,0.000103,7.4e-05,8.4e-05,3452.6,2049.2,2447.0,low,low
math500_0106,math500,2,120,0.4,0,0,0.0,0.0,0.0,53.8,99.6,101.4,2.8e-05,5.2e-05,5.4e-05,1206.0,1446.4,1431.0,low,low
math500_0113,math500,2,51,0.4,0,0,1.0,1.0,1.0,85.4,76.6,98.4,3.3e-05,4.1e-05,4.9e-05,1202.8,1202.2,1559.2,high,high
math500_0115,math500,2,72,0.4,0,0,1.0,1.0,1.0,142.0,89.0,95.6,4.7e-05,4.4e-05,4.7e-05,1765.2,1505.8,1506.0,high,high
math500_0122,math500,3,303,0.6,0,0,0.6,0.4,0.8,99.4,91.8,79.4,4.2e-05,5.1e-05,4.9e-05,1487.4,1465.0,1437.2,max,max
math500_0123,math500,4,568,0.8,0,0,1.0,1.0,1.0,1076.0,1267.0,1355.6,0.000342,0.000406,0.000433,9299.6,10796.4,12530.6,low,low
math500_0148,math500,1,73,0.2,0,0,0.8,1.0,1.0,57.2,59.2,70.8,2.6e-05,3.7e-05,4.2e-05,1149.6,1227.6,1262.2,high,high
math500_0151,math500,5,305,1.0,0,0,1.0,1.0,1.0,163.6,383.2,339.0,7.4e-05,0.000146,0.000136,2333.6,4178.0,4268.0,low,low
math500_0152,math500,5,260,1.0,0,0,1.0,1.0,1.0,1236.2,1269.2,2205.6,0.000362,0.000383,0.000647,11508.4,11802.8,20790.4,low,low
math500_0160,math500,2,102,0.4,0,0,1.0,1.0,1.0,109.0,77.6,84.2,3.9e-05,4.1e-05,4.4e-05,1633.4,1378.2,1346.0,high,high
math500_0167,math500,1,251,0.2,0,0,0.8,1.0,1.0,67.2,42.4,49.4,3.4e-05,3.8e-05,4.2e-05,1177.4,993.0,1165.2,high,high
math500_0171,math500,1,166,0.2,0,0,0.8,0.6,0.6,55.4,43.4,63.6,2.8e-05,3.6e-05,4.3e-05,1131.0,1137.4,1230.8,low,low
math500_0172,math500,1,107,0.2,0,0,1.0,1.0,1.0,109.0,78.6,81.0,3.9e-05,4.2e-05,4.4e-05,1596.4,1362.6,1471.8,high,high
math500_0174,math500,3,79,0.6,0,0,1.0,1.0,1.0,114.8,114.2,161.8,4.1e-05,5.2e-05,6.7e-05,1534.0,1577.6,2015.8,high,high
math500_0181,math500,3,100,0.6,0,0,0.6,0.6,0.2,208.2,202.4,299.2,6.9e-05,7.9e-05,0.000107,2230.8,2415.2,3134.2,high,high
math500_0183,math500,4,225,0.8,0,0,1.0,1.0,1.0,358.4,374.6,575.6,0.000117,0.000133,0.000191,3405.6,3687.4,5346.0,low,low
math500_0187,math500,1,120,0.2,0,0,1.0,1.0,1.0,105.4,91.0,107.0,3.9e-05,4.6e-05,5.2e-05,1540.2,1465.6,1540.0,high,high
math500_0195,math500,4,113,0.8,0,0,1.0,1.0,1.0,242.8,381.0,392.0,8e-05,0.00013,0.000135,2599.6,3893.2,4153.0,low,low
math500_0199,math500,2,71,0.4,0,0,1.0,1.0,1.0,62.2,57.4,59.4,2.7e-05,3.6e-05,3.9e-05,1062.0,1146.4,1177.4,high,high
math500_0207,math500,2,143,0.4,0,0,1.0,1.0,1.0,37.6,33.4,53.4,2e-05,3e-05,3.7e-05,1058.4,1080.8,1181.0,high,high
math500_0212,math500,3,294,0.6,0,0,1.0,1.0,1.0,138.0,114.4,126.6,5.2e-05,5.7e-05,6.2e-05,1758.6,1603.0,1609.0,high,high
math500_0218,math500,2,116,0.4,0,0,1.0,1.0,1.0,40.6,40.2,40.8,2.2e-05,3.3e-05,3.5e-05,1046.2,1099.6,1150.0,high,high
math500_0223,math500,3,115,0.6,0,0,1.0,1.0,1.0,1823.2,1010.6,1667.4,0.00052,0.000303,0.000489,14689.8,8368.2,14477.0,high,high
math500_0224,math500,4,123,0.8,0,0,1.0,1.0,0.8,444.4,590.4,592.2,0.000137,0.000189,0.000192,4174.2,5462.4,6280.6,low,low
math500_0226,math500,3,113,0.6,0,0,1.0,1.0,1.0,1349.4,446.6,1349.4,0.000387,0.000145,0.000399,12971.8,4799.4,13540.2,high,high
math500_0232,math500,5,146,1.0,0,0,1.0,1.0,0.8,1234.0,1420.6,2030.8,0.00036,0.000424,0.000597,11102.6,12777.6,18737.4,low,low
math500_0235,math500,4,98,0.8,0,0,0.0,0.0,0.0,103.6,93.0,76.2,3.9e-05,4.7e-05,4.4e-05,1708.4,1306.2,1193.2,max,max
math500_0236,math500,4,94,0.8,0,0,1.0,1.0,1.0,1228.6,2780.2,2618.2,0.000355,0.000801,0.000757,9224.4,22771.4,22365.0,low,low
math500_0239,math500,5,296,1.0,0,0,1.0,1.0,1.0,4776.0,4270.6,8769.8,0.001357,0.001227,0.002488,42846.2,36468.8,78865.2,high,high
math500_0242,math500,5,301,1.0,0,0,0.0,0.0,0.0,1145.2,715.6,612.4,0.000336,0.000227,0.0002,9411.6,6380.6,5753.2,max,max
math500_0248,math500,4,132,0.8,0,0,0.0,0.2,0.0,546.6,566.0,643.8,0.000169,0.000186,0.000209,4830.8,4956.0,6174.6,high,high
math500_0264,math500,5,619,1.0,0,0,0.0,0.0,0.0,9154.2,8157.8,23697.4,0.002606,0.002338,0.006691,91109.0,76471.4,240436.8,high,high
math500_0265,math500,2,75,0.4,0,0,1.0,1.0,1.0,65.8,65.4,58.0,2.8e-05,3.9e-05,3.9e-05,1243.2,1865.0,1546.6,max,max
math500_0269,math500,3,184,0.6,0,0,1.0,1.0,1.0,109.6,94.2,108.0,4.1e-05,4.8e-05,5.3e-05,1678.0,1470.8,1771.8,high,high
math500_0272,math500,4,154,0.8,0,0,1.0,1.0,1.0,390.2,275.8,361.6,0.000121,0.0001,0.000126,3855.8,2983.8,7412.0,high,high
math500_0273,math500,4,243,0.8,0,0,0.2,0.2,0.0,224.4,187.8,236.2,7.8e-05,7.8e-05,9.4e-05,2203.0,2009.0,2390.2,high,high
math500_0275,math500,2,69,0.4,0,0,1.0,1.0,1.0,56.2,57.2,58.0,2.6e-05,3.7e-05,3.9e-05,1049.6,1059.2,1146.2,low,low
math500_0280,math500,4,141,0.8,0,0,1.0,1.0,1.0,169.6,277.6,461.0,5.8e-05,0.0001,0.000153,2049.6,3124.6,4034.0,low,low
math500_0284,math500,5,158,1.0,0,0,0.0,0.0,0.0,7732.2,7669.4,19159.8,0.002186,0.002179,0.005399,62936.6,63827.8,168793.4,high,high
math500_0285,math500,4,551,0.8,0,0,1.0,1.0,1.0,3973.8,2838.2,7165.6,0.001139,0.000832,0.002046,30474.4,25333.8,68121.4,high,high
math500_0286,math500,5,184,1.0,0,0,1.0,1.0,0.8,1651.0,6834.0,12245.8,0.000477,0.00194,0.003457,13612.0,58993.2,112865.4,low,low
math500_0310,math500,2,191,0.4,0,0,1.0,1.0,1.0,693.6,246.2,275.6,0.000208,9.4e-05,0.000104,6652.8,2668.2,2818.4,high,high
math500_0312,math500,1,72,0.2,0,0,0.0,0.0,0.0,65.6,72.8,56.6,2.7e-05,4.1e-05,3.8e-05,1252.4,1393.6,1274.6,max,max
math500_0323,math500,5,171,1.0,0,0,1.0,1.0,1.0,1044.0,1089.2,2259.0,0.000304,0.000328,0.000657,11952.4,12312.6,26352.2,low,low
math500_0330,math500,5,157,1.0,0,0,1.0,1.0,1.0,311.6,224.2,216.2,9.8e-05,8.4e-05,8.4e-05,3427.8,2908.8,2665.4,max,max
math500_0334,math500,3,76,0.6,0,0,1.0,1.0,1.0,137.0,153.2,137.4,4.8e-05,6.3e-05,6.1e-05,1712.0,1749.6,1855.8,low,low
math500_0335,math500,4,205,0.8,0,0,1.0,1.0,1.0,552.4,263.8,408.0,0.000168,9.8e-05,0.00014,4855.8,2812.2,3999.4,high,high
math500_0338,math500,3,46,0.6,0,0,1.0,1.0,0.8,289.0,232.2,224.0,8.9e-05,8.4e-05,8.3e-05,2937.2,2449.6,2501.8,high,high
math500_0342,math500,3,65,0.6,0,0,1.0,1.0,1.0,72.6,94.2,105.8,2.9e-05,4.6e-05,5.1e-05,1255.6,1403.0,1739.8,low,low
math500_0349,math500,4,167,0.8,0,0,1.0,1.0,1.0,9662.2,9015.2,17573.4,0.002716,0.002546,0.004944,104456.0,94409.0,188340.0,high,high
math500_0352,math500,4,473,0.8,0,0,0.6,0.4,0.2,1349.0,1870.2,3823.6,0.000413,0.000569,0.001118,12262.6,16424.2,35577.6,low,low
math500_0359,math500,4,206,0.8,0,0,1.0,0.8,1.0,587.8,8262.8,9405.2,0.000182,0.002344,0.002664,5330.8,77503.2,93062.2,low,low
math500_0360,math500,3,516,0.6,0,0,0.6,1.0,0.8,266.8,261.4,651.0,0.000112,0.000122,0.000233,3124.8,3159.2,6915.0,high,high
math500_0368,math500,2,162,0.4,0,0,1.0,1.0,1.0,89.6,118.8,99.6,3.5e-05,5.5e-05,5.1e-05,1571.4,1811.8,1737.2,low,low
math500_0370,math500,1,118,0.2,0,0,1.0,1.0,1.0,43.8,43.4,49.6,2.3e-05,3.4e-05,3.7e-05,1130.4,1027.8,1158.8,high,high
math500_0374,math500,1,86,0.2,0,0,1.0,1.0,1.0,71.0,49.8,53.8,2.8e-05,3.3e-05,3.6e-05,1199.6,1174.4,1146.4,high,high
math500_0378,math500,3,66,0.6,0,0,1.0,1.0,1.0,339.6,181.0,201.2,0.000103,6.9e-05,7.7e-05,3365.4,2365.2,2453.0,high,high
math500_0381,math500,5,160,1.0,0,0,1.0,1.0,0.8,1184.8,1185.8,2419.2,0.000344,0.000355,0.000702,12164.8,11815.4,25371.2,low,low
math500_0386,math500,3,61,0.6,0,0,1.0,1.0,1.0,122.6,115.0,124.6,4.2e-05,5.1e-05,5.6e-05,1568.2,1593.4,1781.0,high,high
math500_0401,math500,5,104,1.0,0,0,0.8,1.0,0.8,1302.4,2049.2,2868.4,0.000376,0.000597,0.000828,11108.4,18218.4,26718.2,high,high
math500_0404,math500,1,189,0.2,0,0,1.0,1.0,1.0,95.4,85.0,118.0,3.7e-05,4.6e-05,5.7e-05,1565.4,1383.6,1878.0,high,high
math500_0406,math500,1,44,0.2,0,0,1.0,1.0,1.0,58.4,45.0,58.6,2.3e-05,3.1e-05,3.6e-05,1162.2,1015.2,1049.8,high,high
math500_0408,math500,5,183,1.0,0,0,0.0,0.2,0.2,2464.8,868.4,2974.0,0.000707,0.000272,0.000863,24624.6,9096.8,29715.2,high,high
math500_0410,math500,2,113,0.4,0,0,1.0,1.0,1.0,196.4,189.4,208.2,6.5e-05,7.4e-05,8.1e-05,2050.0,2180.2,2299.4,high,high
math500_0424,math500,5,95,1.0,0,0,1.0,1.0,1.0,136.6,136.8,128.0,4.8e-05,6e-05,5.9e-05,1887.0,1843.2,1855.6,max,max
math500_0436,math500,4,147,0.8,0,0,1.0,1.0,1.0,457.6,528.8,591.8,0.000138,0.000169,0.000189,4062.0,4409.0,5656.0,low,low
math500_0437,math500,3,359,0.6,0,0,1.0,1.0,1.0,407.0,276.4,339.4,0.000133,0.000108,0.000127,3987.6,2786.6,3596.0,high,high
math500_0442,math500,4,46,0.8,0,0,1.0,1.0,1.0,115.0,140.2,192.8,4e-05,5.8e-05,7.5e-05,1737.0,1790.4,2081.0,low,low
math500_0451,math500,3,267,0.6,0,0,0.2,0.6,0.2,224.4,187.4,274.6,7.8e-05,7.8e-05,0.000105,2430.8,2321.2,3024.6,high,high
math500_0454,math500,5,308,1.0,0,0,1.0,1.0,1.0,1039.2,597.0,818.0,0.000312,0.000199,0.000263,9784.2,5503.0,7818.4,high,high
math500_0455,math500,2,72,0.4,0,0,1.0,1.0,1.0,48.0,36.2,57.8,2.1e-05,2.9e-05,3.7e-05,1237.0,1077.6,1239.8,high,high
math500_0457,math500,1,38,0.2,0,0,1.0,1.0,1.0,45.2,31.8,39.8,1.9e-05,2.7e-05,3.1e-05,1068.4,990.0,1058.8,high,high
math500_0472,math500,1,112,0.2,0,0,0.0,0.0,0.0,81.2,64.2,75.0,3.4e-05,4e-05,4.5e-05,1390.6,1077.4,1280.8,high,high
math500_0474,math500,1,110,0.2,0,0,1.0,1.0,1.0,135.2,99.6,120.8,5.1e-05,5.2e-05,6e-05,1652.0,1537.0,1740.4,high,high
math500_0485,math500,2,496,0.4,0,0,1.0,1.0,1.0,5786.4,3357.8,8011.6,0.001654,0.000986,0.00229,53699.2,30087.4,73530.8,high,high
math500_0488,math500,5,135,1.0,0,0,0.0,0.0,0.0,90.2,80.8,89.4,3.5e-05,4.4e-05,4.8e-05,1496.6,1242.8,1425.0,high,high
math500_0492,math500,3,229,0.6,0,0,1.0,1.0,1.0,165.4,190.0,166.6,6.2e-05,8e-05,7.5e-05,2203.2,2415.2,2289.8,low,low
math500_0493,math500,5,154,1.0,0,0,1.0,1.0,1.0,341.6,175.2,220.6,0.000109,7.4e-05,8.8e-05,3374.6,2168.4,2562.2,high,high
zebralogic_03272,zebralogic_grid,2,785,0.2777777777777778,8,10,0.0,0.0,0.0,1518.8,1692.6,2156.6,0.000477,0.000536,0.000667,14423.6,16090.4,20255.4,low,low
zebralogic_03289,zebralogic_grid,2,711,0.2777777777777778,7,10,0.6,1.0,0.8,1250.4,1037.2,1604.2,0.000399,0.000351,0.000511,11074.4,9956.4,15390.2,high,high
zebralogic_03299,zebralogic_grid,1,582,0.16666666666666666,3,6,0.0,0.0,0.0,445.6,443.6,409.0,0.000166,0.000177,0.000169,4656.0,4477.8,4752.8,max,max
zebralogic_03308,zebralogic_grid,1,678,0.2222222222222222,4,8,0.0,0.0,0.0,506.2,316.2,458.8,0.00019,0.000147,0.000189,5237.2,3605.6,4931.0,high,high
zebralogic_03309,zebralogic_grid,1,598,0.2222222222222222,5,8,0.0,0.0,0.0,777.6,489.4,803.0,0.000261,0.000191,0.00028,7628.0,5127.0,7899.4,high,high
zebralogic_03324,zebralogic_grid,4,1455,0.5,14,18,0.0,0.0,0.0,5561.8,9729.0,11774.2,0.001639,0.002817,0.003391,49046.4,86830.4,104021.2,low,low
zebralogic_03325,zebralogic_grid,3,1163,0.4166666666666667,10,15,0.0,0.4,0.4,1618.4,1841.4,1538.4,0.000524,0.000598,0.000515,14746.4,17865.0,14399.0,max,max
zebralogic_03338,zebralogic_grid,5,1750,0.6666666666666666,17,24,0.4,0.2,0.0,4202.2,5046.0,3659.8,0.00127,0.001518,0.001131,39727.8,45503.0,35015.0,low,low
zebralogic_03349,zebralogic_grid,4,1296,0.5555555555555556,13,20,0.0,0.0,0.0,6796.6,10011.8,9943.4,0.001987,0.002898,0.00288,62221.4,89749.4,91409.2,low,low
zebralogic_03358,zebralogic_grid,4,1390,0.5,13,18,0.2,0.8,1.0,8686.6,11684.0,15297.0,0.002513,0.003363,0.004376,79025.0,107130.8,140837.0,max,max
zebralogic_03370,zebralogic_grid,1,618,0.16666666666666666,4,6,0.0,0.0,0.0,1271.0,1294.6,1375.2,0.0004,0.000418,0.000442,11365.8,12515.0,13196.4,low,low
zebralogic_03371,zebralogic_grid,1,595,0.2222222222222222,6,8,0.8,0.8,0.4,696.4,1002.8,1426.6,0.000239,0.000336,0.000456,6658.4,9845.8,13434.4,low,low
zebralogic_03384,zebralogic_grid,3,1307,0.4166666666666667,10,15,0.0,0.0,0.0,3008.6,5574.0,4172.6,0.00092,0.001648,0.001258,26471.4,50637.2,37724.8,low,low
zebralogic_03386,zebralogic_grid,4,1463,0.5555555555555556,14,20,0.0,0.0,0.0,3381.6,3777.4,3548.0,0.001035,0.001156,0.001094,31565.4,35527.4,33665.2,low,low
zebralogic_03392,zebralogic_grid,3,1012,0.4166666666666667,8,15,0.4,0.4,0.2,2757.6,3116.2,5640.8,0.000838,0.00095,0.001658,25733.8,29474.6,52480.8,low,low
zebralogic_03396,zebralogic_grid,1,539,0.16666666666666666,3,6,0.0,0.2,0.0,321.4,254.4,306.0,0.000128,0.000121,0.000137,3506.2,3652.6,4090.0,high,high
zebralogic_03397,zebralogic_grid,3,1029,0.4166666666666667,7,15,0.0,0.0,0.0,2119.4,2142.8,4723.4,0.000658,0.000675,0.0014,19227.8,19337.0,41687.0,low,low
zebralogic_03411,zebralogic_grid,3,1000,0.3333333333333333,9,12,1.0,1.0,1.0,2501.2,3260.6,3885.2,0.000759,0.000983,0.001159,23859.4,31208.4,37949.4,low,low
zebralogic_03428,zebralogic_grid,1,724,0.2222222222222222,4,8,0.0,0.0,0.0,543.2,501.4,551.2,0.0002,0.000199,0.000215,5418.4,5440.0,5530.4,high,high
zebralogic_03435,zebralogic_grid,3,1118,0.4166666666666667,10,15,0.0,0.0,0.0,3474.8,4222.6,4752.8,0.00104,0.00126,0.001411,31012.2,38518.4,44109.0,low,low
zebralogic_03440,zebralogic_grid,2,777,0.3333333333333333,6,12,0.0,0.0,0.0,1515.0,1687.0,1888.8,0.000478,0.000537,0.000596,14440.2,16028.0,17746.6,low,low
zebralogic_03447,zebralogic_grid,5,1475,0.6666666666666666,16,24,0.8,0.6,0.8,4035.6,6475.6,5370.4,0.001219,0.001913,0.001605,36781.0,61958.6,52571.2,low,low
zebralogic_03463,zebralogic_grid,5,2589,1.0,27,36,0.0,0.0,0.0,22805.4,37766.2,33120.0,0.006521,0.010722,0.009422,220334.2,354962.0,312805.4,low,low
zebralogic_03472,zebralogic_grid,1,510,0.16666666666666666,4,6,0.0,0.0,0.0,461.6,337.2,570.0,0.000167,0.000143,0.00021,4971.4,3902.6,6196.0,high,high
zebralogic_03478,zebralogic_grid,3,1272,0.4444444444444444,10,16,0.0,0.0,0.0,4130.8,5042.4,6003.8,0.001229,0.001497,0.001767,38564.8,46975.0,54274.8,low,low
