id,source_id,grid_size,n_houses,n_attributes,n_cells,n_clues,complexity_rank,quintile
zebralogic_04012,lgp-test-5x6-24,5*6,5,6,30,20,913,5
zebralogic_04013,lgp-test-6x3-26,6*3,6,3,18,12,645,4
zebralogic_04014,lgp-test-4x2-33,4*2,4,2,8,5,175,1
zebralogic_04015,lgp-test-5x2-21,5*2,5,2,10,8,310,2
zebralogic_04016,lgp-test-4x5-20,4*5,4,5,20,13,729,4
zebralogic_04017,lgp-test-6x3-15,6*3,6,3,18,15,677,4
zebralogic_04018,lgp-test-2x6-9,2*6,2,6,12,6,376,2
zebralogic_04019,lgp-test-4x6-2,4*6,4,6,24,16,808,5
zebralogic_04020,lgp-test-4x4-6,4*4,4,4,16,12,599,3
zebralogic_04021,lgp-test-5x3-35,5*3,5,3,15,11,547,3
zebralogic_04022,lgp-test-2x5-11,2*5,2,5,10,3,244,2
zebralogic_04023,lgp-test-2x5-8,2*5,2,5,10,5,276,2
zebralogic_04024,lgp-test-4x5-25,4*5,4,5,20,13,730,4
zebralogic_04025,lgp-test-2x3-30,2*3,2,3,6,3,83,1
zebralogic_04026,lgp-test-4x4-17,4*4,4,4,16,10,582,3
zebralogic_04027,lgp-test-5x5-29,5*5,5,5,25,19,877,5
zebralogic_04028,lgp-test-2x4-7,2*4,2,4,8,3,137,1
zebralogic_04029,lgp-test-6x5-13,6*5,6,5,30,23,955,5
zebralogic_04030,lgp-test-6x3-25,6*3,6,3,18,12,646,4
zebralogic_04031,lgp-test-3x3-6,3*3,3,3,9,5,224,2
zebralogic_04032,lgp-test-2x3-19,2*3,2,3,6,3,84,1
zebralogic_04033,lgp-test-3x3-5,3*3,3,3,9,5,225,2
zebralogic_04034,lgp-test-3x4-34,3*4,3,4,12,8,431,3
zebralogic_04035,lgp-test-3x6-11,3*6,3,6,18,9,610,4
zebralogic_04036,lgp-test-6x2-8,6*2,6,2,12,10,465,3
zebralogic_04037,lgp-test-2x2-19,2*2,2,2,4,1,3,1
zebralogic_04038,lgp-test-4x4-20,4*4,4,4,16,10,583,3
zebralogic_04039,lgp-test-3x5-11,3*5,3,5,15,8,496,3
zebralogic_04040,lgp-test-5x2-13,5*2,5,2,10,7,296,2
zebralogic_04041,lgp-test-2x2-0,2*2,2,2,4,2,36,1
zebralogic_04042,lgp-test-4x5-23,4*5,4,5,20,12,698,4
zebralogic_04043,lgp-test-4x5-32,4*5,4,5,20,12,699,4
zebralogic_04044,lgp-test-2x6-5,2*6,2,6,12,6,377,2
zebralogic_04045,lgp-test-5x6-38,5*6,5,6,30,20,914,5
zebralogic_04046,lgp-test-3x6-22,3*6,3,6,18,11,636,4
zebralogic_04047,lgp-test-6x2-34,6*2,6,2,12,12,476,3
zebralogic_04048,lgp-test-6x6-13,6*6,6,6,36,24,969,5
zebralogic_04049,lgp-test-6x4-14,6*4,6,4,24,17,820,5
zebralogic_04050,lgp-test-5x6-36,5*6,5,6,30,18,885,5
zebralogic_04051,lgp-test-6x6-39,6*6,6,6,36,26,989,5
zebralogic_04052,lgp-test-3x4-25,3*4,3,4,12,7,403,3
zebralogic_04053,lgp-test-5x3-0,5*3,5,3,15,8,497,3
zebralogic_04054,lgp-test-2x4-28,2*4,2,4,8,3,138,1
zebralogic_04055,lgp-test-4x4-39,4*4,4,4,16,10,584,3
zebralogic_04056,lgp-test-2x6-22,2*6,2,6,12,6,378,2
zebralogic_04057,lgp-test-5x6-20,5*6,5,6,30,19,894,5
zebralogic_04058,lgp-test-4x4-32,4*4,4,4,16,9,569,3
zebralogic_04059,lgp-test-6x5-10,6*5,6,5,30,19,895,5
zebralogic_04060,lgp-test-5x5-16,5*5,5,5,25,19,878,5
zebralogic_04061,lgp-test-5x5-19,5*5,5,5,25,16,854,5
zebralogic_04062,lgp-test-2x2-3,2*2,2,2,4,2,37,1
zebralogic_04063,lgp-test-6x4-28,6*4,6,4,24,17,821,5
zebralogic_04064,lgp-test-2x6-1,2*6,2,6,12,5,343,2
zebralogic_04065,lgp-test-4x3-5,4*3,4,3,12,8,432,3
zebralogic_04066,lgp-test-6x5-11,6*5,6,5,30,20,915,5
zebralogic_04067,lgp-test-6x6-38,6*6,6,6,36,23,962,5
zebralogic_04068,lgp-test-6x5-35,6*5,6,5,30,21,932,5
zebralogic_04069,lgp-test-5x3-16,5*3,5,3,15,12,556,3
zebralogic_04070,lgp-test-5x6-27,5*6,5,6,30,23,956,5
zebralogic_04071,lgp-test-6x4-19,6*4,6,4,24,17,822,5
zebralogic_04072,lgp-test-5x6-8,5*6,5,6,30,22,948,5
zebralogic_04073,lgp-test-6x5-16,6*5,6,5,30,21,933,5
zebralogic_04074,lgp-test-5x4-18,5*4,5,4,20,14,747,4
zebralogic_04075,lgp-test-2x4-37,2*4,2,4,8,4,156,1
zebralogic_04076,lgp-test-5x5-18,5*5,5,5,25,17,868,5
zebralogic_04077,lgp-test-6x2-30,6*2,6,2,12,11,473,3
zebralogic_04078,lgp-test-2x2-11,2*2,2,2,4,2,38,1
zebralogic_04079,lgp-test-4x6-6,4*6,4,6,24,14,780,4
zebralogic_04080,lgp-test-3x3-17,3*3,3,3,9,5,226,2
zebralogic_04081,lgp-test-4x5-21,4*5,4,5,20,12,700,4
zebralogic_04082,lgp-test-4x3-39,4*3,4,3,12,7,404,3
zebralogic_04083,lgp-test-6x6-3,6*6,6,6,36,24,970,5
zebralogic_04084,lgp-test-3x6-30,3*6,3,6,18,10,626,4
zebralogic_04085,lgp-test-3x6-34,3*6,3,6,18,10,627,4
zebralogic_04086,lgp-test-2x3-25,2*3,2,3,6,2,50,1
zebralogic_04087,lgp-test-5x2-10,5*2,5,2,10,8,311,2
zebralogic_04088,lgp-test-6x5-36,6*5,6,5,30,19,896,5
zebralogic_04089,lgp-test-5x4-16,5*4,5,4,20,13,731,4
zebralogic_04090,lgp-test-6x2-11,6*2,6,2,12,10,466,3
zebralogic_04091,lgp-test-6x5-38,6*5,6,5,30,22,949,5
zebralogic_04092,lgp-test-5x3-2,5*3,5,3,15,10,533,3
zebralogic_04093,lgp-test-2x5-36,2*5,2,5,10,5,277,2
zebralogic_04094,lgp-test-2x4-32,2*4,2,4,8,4,157,1
zebralogic_04095,lgp-test-2x3-8,2*3,2,3,6,2,51,1
zebralogic_04096,lgp-test-5x6-13,5*6,5,6,30,19,897,5
zebralogic_04097,lgp-test-2x4-13,2*4,2,4,8,2,122,1
zebralogic_04098,lgp-test-4x4-25,4*4,4,4,16,12,600,3
zebralogic_04099,lgp-test-4x5-1,4*5,4,5,20,12,701,4
zebralogic_04100,lgp-test-2x5-21,2*5,2,5,10,4,261,2
zebralogic_04101,lgp-test-6x4-1,6*4,6,4,24,19,836,5
zebralogic_04102,lgp-test-6x5-5,6*5,6,5,30,19,898,5
zebralogic_04103,lgp-test-4x2-8,4*2,4,2,8,5,176,1
zebralogic_04104,lgp-test-4x6-37,4*6,4,6,24,15,795,4
zebralogic_04105,lgp-test-4x2-38,4*2,4,2,8,5,177,1
zebralogic_04106,lgp-test-4x6-38,4*6,4,6,24,16,809,5
zebralogic_04107,lgp-test-5x6-4,5*6,5,6,30,16,881,5
zebralogic_04108,lgp-test-3x3-29,3*3,3,3,9,4,204,2
zebralogic_04109,lgp-test-4x5-31,4*5,4,5,20,12,702,4
zebralogic_04110,lgp-test-6x6-14,6*6,6,6,36,24,971,5
zebralogic_04111,lgp-test-5x6-2,5*6,5,6,30,18,886,5
zebralogic_04112,lgp-test-3x3-12,3*3,3,3,9,5,227,2
zebralogic_04113,lgp-test-6x6-32,6*6,6,6,36,27,994,5
zebralogic_04114,lgp-test-3x3-31,3*3,3,3,9,5,228,2
zebralogic_04115,lgp-test-2x5-26,2*5,2,5,10,5,278,2
zebralogic_04116,lgp-test-4x3-29,4*3,4,3,12,10,467,3
zebralogic_04117,lgp-test-5x3-18,5*3,5,3,15,10,534,3
zebralogic_04118,lgp-test-4x2-5,4*2,4,2,8,5,178,1
zebralogic_04119,lgp-test-4x4-31,4*4,4,4,16,10,585,3
zebralogic_04120,lgp-test-5x3-31,5*3,5,3,15,11,548,3
zebralogic_04121,lgp-test-3x2-17,3*2,3,2,6,4,112,1
zebralogic_04122,lgp-test-3x5-2,3*5,3,5,15,8,498,3
zebralogic_04123,lgp-test-5x5-15,5*5,5,5,25,18,872,5
zebralogic_04124,lgp-test-4x6-20,4*6,4,6,24,14,781,4
zebralogic_04125,lgp-test-3x2-16,3*2,3,2,6,3,85,1
zebralogic_04126,lgp-test-2x3-27,2*3,2,3,6,2,52,1
zebralogic_04127,lgp-test-3x3-34,3*3,3,3,9,5,229,2
zebralogic_04128,lgp-test-4x2-10,4*2,4,2,8,6,198,1
zebralogic_04129,lgp-test-3x5-3,3*5,3,5,15,8,499,3
zebralogic_04130,lgp-test-6x2-24,6*2,6,2,12,9,448,3
zebralogic_04131,lgp-test-6x6-22,6*6,6,6,36,25,981,5
zebralogic_04132,lgp-test-6x3-1,6*3,6,3,18,14,669,4
zebralogic_04133,lgp-test-3x2-34,3*2,3,2,6,5,119,1
zebralogic_04134,lgp-test-2x3-17,2*3,2,3,6,2,53,1
zebralogic_04135,lgp-test-5x6-34,5*6,5,6,30,21,934,5
zebralogic_04136,lgp-test-5x6-26,5*6,5,6,30,19,899,5
zebralogic_04137,lgp-test-6x3-23,6*3,6,3,18,14,670,4
zebralogic_04138,lgp-test-3x5-12,3*5,3,5,15,7,485,3
zebralogic_04139,lgp-test-5x4-21,5*4,5,4,20,13,732,4
zebralogic_04140,lgp-test-3x2-24,3*2,3,2,6,3,86,1
zebralogic_04141,lgp-test-4x6-10,4*6,4,6,24,15,796,4
zebralogic_04142,lgp-test-5x4-24,5*4,5,4,20,14,748,4
zebralogic_04143,lgp-test-5x3-15,5*3,5,3,15,9,519,3
zebralogic_04144,lgp-test-3x3-36,3*3,3,3,9,5,230,2
zebralogic_04145,lgp-test-3x6-28,3*6,3,6,18,11,637,4
zebralogic_04146,lgp-test-4x3-33,4*3,4,3,12,7,405,3
zebralogic_04147,lgp-test-2x6-7,2*6,2,6,12,5,344,2
zebralogic_04148,lgp-test-6x6-34,6*6,6,6,36,29,1000,5
zebralogic_04149,lgp-test-5x5-26,5*5,5,5,25,22,880,5
zebralogic_04150,lgp-test-4x5-26,4*5,4,5,20,12,703,4
zebralogic_04151,lgp-test-2x6-15,2*6,2,6,12,5,345,2
zebralogic_04152,lgp-test-6x4-27,6*4,6,4,24,16,810,5
zebralogic_04153,lgp-test-5x2-23,5*2,5,2,10,8,312,2
zebralogic_04154,lgp-test-2x3-33,2*3,2,3,6,2,54,1
zebralogic_04155,lgp-test-5x3-23,5*3,5,3,15,14,559,3
zebralogic_04156,lgp-test-5x4-19,5*4,5,4,20,12,704,4
zebralogic_04157,lgp-test-6x6-10,6*6,6,6,36,26,990,5
zebralogic_04158,lgp-test-3x3-33,3*3,3,3,9,6,239,2
zebralogic_04159,lgp-test-5x4-6,5*4,5,4,20,12,705,4
zebralogic_04160,lgp-test-3x2-14,3*2,3,2,6,5,120,1
zebralogic_04161,lgp-test-3x6-3,3*6,3,6,18,11,638,4
zebralogic_04162,lgp-test-3x6-19,3*6,3,6,18,11,639,4
zebralogic_04163,lgp-test-2x6-6,2*6,2,6,12,6,379,2
zebralogic_04164,lgp-test-3x6-13,3*6,3,6,18,9,611,4
zebralogic_04165,lgp-test-6x3-14,6*3,6,3,18,12,647,4
zebralogic_04166,lgp-test-5x3-10,5*3,5,3,15,11,549,3
zebralogic_04167,lgp-test-4x3-24,4*3,4,3,12,9,449,3
zebralogic_04168,lgp-test-6x5-34,6*5,6,5,30,20,916,5
zebralogic_04169,lgp-test-6x5-27,6*5,6,5,30,21,935,5
zebralogic_04170,lgp-test-2x4-23,2*4,2,4,8,3,139,1
zebralogic_04171,lgp-test-6x4-7,6*4,6,4,24,17,823,5
zebralogic_04172,lgp-test-6x6-18,6*6,6,6,36,27,995,5
zebralogic_04173,lgp-test-6x3-35,6*3,6,3,18,12,648,4
zebralogic_04174,lgp-test-2x4-1,2*4,2,4,8,3,140,1
zebralogic_04175,lgp-test-3x4-16,3*4,3,4,12,7,406,3
zebralogic_04176,lgp-test-5x6-31,5*6,5,6,30,20,917,5
zebralogic_04177,lgp-test-3x2-33,3*2,3,2,6,4,113,1
zebralogic_04178,lgp-test-5x3-37,5*3,5,3,15,11,550,3
zebralogic_04179,lgp-test-2x3-6,2*3,2,3,6,3,87,1
zebralogic_04180,lgp-test-2x3-31,2*3,2,3,6,3,88,1
zebralogic_04181,lgp-test-5x5-1,5*5,5,5,25,18,873,5
zebralogic_04182,lgp-test-2x6-36,2*6,2,6,12,6,380,2
zebralogic_04183,lgp-test-4x6-31,4*6,4,6,24,16,811,5
zebralogic_04184,lgp-test-3x6-10,3*6,3,6,18,11,640,4
zebralogic_04185,lgp-test-6x4-2,6*4,6,4,24,18,833,5
zebralogic_04186,lgp-test-6x4-26,6*4,6,4,24,19,837,5
zebralogic_04187,lgp-test-5x2-33,5*2,5,2,10,7,297,2
zebralogic_04188,lgp-test-5x3-3,5*3,5,3,15,13,557,3
zebralogic_04189,lgp-test-6x3-9,6*3,6,3,18,13,656,4
zebralogic_04190,lgp-test-3x4-20,3*4,3,4,12,8,433,3
zebralogic_04191,lgp-test-4x6-5,4*6,4,6,24,15,797,4
zebralogic_04192,lgp-test-2x4-0,2*4,2,4,8,4,158,1
zebralogic_04193,lgp-test-3x6-27,3*6,3,6,18,10,628,4
zebralogic_04194,lgp-test-2x5-7,2*5,2,5,10,4,262,2
zebralogic_04195,lgp-test-4x5-29,4*5,4,5,20,13,733,4
zebralogic_04196,lgp-test-4x3-30,4*3,4,3,12,9,450,3
zebralogic_04197,lgp-test-5x5-27,5*5,5,5,25,18,874,5
zebralogic_04198,lgp-test-2x3-4,2*3,2,3,6,3,89,1
zebralogic_04199,lgp-test-6x2-26,6*2,6,2,12,9,451,3
zebralogic_04200,lgp-test-3x3-30,3*3,3,3,9,4,205,2
zebralogic_04201,lgp-test-5x2-18,5*2,5,2,10,8,313,2
zebralogic_04202,lgp-test-3x5-32,3*5,3,5,15,8,500,3
zebralogic_04203,lgp-test-6x3-27,6*3,6,3,18,14,671,4
zebralogic_04204,lgp-test-3x6-7,3*6,3,6,18,10,629,4
zebralogic_04205,lgp-test-2x4-19,2*4,2,4,8,4,159,1
zebralogic_04206,lgp-test-3x6-29,3*6,3,6,18,10,630,4
zebralogic_04207,lgp-test-2x4-14,2*4,2,4,8,3,141,1
zebralogic_04208,lgp-test-6x6-30,6*6,6,6,36,25,982,5
zebralogic_04209,lgp-test-3x5-24,3*5,3,5,15,9,520,3
zebralogic_04210,lgp-test-5x6-21,5*6,5,6,30,20,918,5
zebralogic_04211,lgp-test-3x2-20,3*2,3,2,6,3,90,1
zebralogic_04212,lgp-test-2x5-39,2*5,2,5,10,5,279,2
zebralogic_04213,lgp-test-6x6-4,6*6,6,6,36,28,997,5
zebralogic_04214,lgp-test-3x5-28,3*5,3,5,15,9,521,3
zebralogic_04215,lgp-test-6x6-23,6*6,6,6,36,24,972,5
zebralogic_04216,lgp-test-5x4-34,5*4,5,4,20,14,749,4
zebralogic_04217,lgp-test-2x6-3,2*6,2,6,12,6,381,2
zebralogic_04218,lgp-test-6x2-25,6*2,6,2,12,9,452,3
zebralogic_04219,lgp-test-5x6-17,5*6,5,6,30,20,919,5
zebralogic_04220,lgp-test-2x2-6,2*2,2,2,4,1,4,1
zebralogic_04221,lgp-test-6x4-10,6*4,6,4,24,19,838,5
zebralogic_04222,lgp-test-6x2-28,6*2,6,2,12,12,477,3
zebralogic_04223,lgp-test-3x4-4,3*4,3,4,12,7,407,3
zebralogic_04224,lgp-test-5x2-3,5*2,5,2,10,10,320,2
zebralogic_04225,lgp-test-4x3-19,4*3,4,3,12,7,408,3
zebralogic_04226,lgp-test-3x2-25,3*2,3,2,6,4,114,1
zebralogic_04227,lgp-test-4x2-29,4*2,4,2,8,5,179,1
zebralogic_04228,lgp-test-6x6-26,6*6,6,6,36,24,973,5
zebralogic_04229,lgp-test-5x4-38,5*4,5,4,20,15,757,4
zebralogic_04230,lgp-test-5x3-25,5*3,5,3,15,10,535,3
zebralogic_04231,lgp-test-5x5-13,5*5,5,5,25,16,855,5
zebralogic_04232,lgp-test-3x2-3,3*2,3,2,6,3,91,1
zebralogic_04233,lgp-test-4x6-14,4*6,4,6,24,15,798,4
zebralogic_04234,lgp-test-2x2-27,2*2,2,2,4,2,39,1
zebralogic_04235,lgp-test-5x2-16,5*2,5,2,10,6,284,2
zebralogic_04236,lgp-test-4x4-37,4*4,4,4,16,9,570,3
zebralogic_04237,lgp-test-3x2-38,3*2,3,2,6,4,115,1
zebralogic_04238,lgp-test-3x2-23,3*2,3,2,6,4,116,1
zebralogic_04239,lgp-test-2x4-15,2*4,2,4,8,4,160,1
zebralogic_04240,lgp-test-2x2-30,2*2,2,2,4,2,40,1
zebralogic_04241,lgp-test-2x2-32,2*2,2,2,4,1,5,1
zebralogic_04242,lgp-test-4x2-32,4*2,4,2,8,6,199,1
zebralogic_04243,lgp-test-5x2-4,5*2,5,2,10,7,298,2
zebralogic_04244,lgp-test-2x4-9,2*4,2,4,8,4,161,1
zebralogic_04245,lgp-test-4x5-38,4*5,4,5,20,12,706,4
zebralogic_04246,lgp-test-6x4-33,6*4,6,4,24,17,824,5
zebralogic_04247,lgp-test-5x5-38,5*5,5,5,25,17,869,5
zebralogic_04248,lgp-test-5x4-12,5*4,5,4,20,14,750,4
zebralogic_04249,lgp-test-2x4-24,2*4,2,4,8,3,142,1
zebralogic_04250,lgp-test-5x5-34,5*5,5,5,25,16,856,5
zebralogic_04251,lgp-test-2x5-22,2*5,2,5,10,5,280,2
zebralogic_04252,lgp-test-3x2-28,3*2,3,2,6,4,117,1
zebralogic_04253,lgp-test-3x3-10,3*3,3,3,9,5,231,2
zebralogic_04254,lgp-test-3x4-1,3*4,3,4,12,7,409,3
zebralogic_04255,lgp-test-5x5-39,5*5,5,5,25,17,870,5
zebralogic_04256,lgp-test-2x2-25,2*2,2,2,4,1,6,1
zebralogic_04257,lgp-test-2x4-34,2*4,2,4,8,3,143,1
zebralogic_04258,lgp-test-5x3-14,5*3,5,3,15,15,560,3
